sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-21.82808861,149,-90.25552056,757,-240.67758,6078.999999,-774.0350408,0.121803778,0.00600043,-356.7642839,hematopoietic_specific_liquorice_hg38,lung_cancer,1.32,(-675.1293825175285;-277.7828758727986),n.s.,-0.5,(0.055573729837936986;0.2267132632413628),n.s.,0memhg38,FalseDI26830XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-32.81619723,149,-119.1492895,758,-394.60342,6078.026945,-735.5434363,0.176474088,0.01025248,-552.3949413,hematopoietic_specific_liquorice_hg38,healthy_control,-0.84,(-675.1293825175285;-277.7828758727986),N/A,0.91,(0.055573729837936986;0.2267132632413628),N/A,0memhg38,FalseDI26830XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-29.0253272,149,-88.34225579,758,-297.1358127,6078.018409,-707.7559718,0.143712708,0.007487011,-419.5563513,hematopoietic_specific_liquorice_hg38,healthy_control,0.63,(-675.1293825175285;-277.7828758727986),N/A,0.07,(0.055573729837936986;0.2267132632413628),N/A,0memhg38,FalseDI26830XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-32.57491742,149,-132.7390591,758,-242.2394705,6078.033982,-753.8464344,0.172979787,0.00677972,-413.6335596,hematopoietic_specific_liquorice_hg38,healthy_control,0.69,(-675.1293825175285;-277.7828758727986),N/A,0.82,(0.055573729837936986;0.2267132632413628),N/A,0memhg38,FalseDI26830XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-27.24611867,149,-105.2264545,757.0000002,-412.5087536,6078.999991,-702.2183042,0.155476757,0.010921514,-549.7863358,hematopoietic_specific_liquorice_hg38,healthy_control,-0.81,(-675.1293825175285;-277.7828758727986),N/A,0.37,(0.055573729837936986;0.2267132632413628),N/A,0memhg38,FalseDI26830XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-22.00920313,149,-109.5239204,758,-266.4243954,6078.025314,-849.0886205,0.134059562,0.006914785,-402.1356238,hematopoietic_specific_liquorice_hg38,healthy_control,0.82,(-675.1293825175285;-277.7828758727986),N/A,-0.18,(0.055573729837936986;0.2267132632413628),N/A,0memhg38,FalseDI26830XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-17.87450587,149,-171.9799698,758,-412.5331003,6078.027266,-799.2139104,0.165450345,0.011956852,-606.3303179,hematopoietic_specific_liquorice_hg38,healthy_control,-1.43,(-675.1293825175285;-277.7828758727986),N/A,0.62,(0.055573729837936986;0.2267132632413628),N/A,0memhg38,FalseDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-30.36240411,149,-128.0821831,758,-386.3114666,6078.001925,-852.8672967,0.174061453,0.010042987,-550.2874996,hematopoietic_specific_liquorice_hg38,healthy_control,-0.78,(-681.6857189742025;-272.7923878640041),N/A,0.72,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,15.06409449,150,-93.77791996,758,-480.9617707,6078.02824,-798.0962339,0.040860266,0.011479165,-557.6532362,hematopoietic_specific_liquorice_hg38,healthy_control,-0.86,(-681.6857189742025;-272.7923878640041),N/A,-2.76,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-25.56652936,149,-122.2166193,757.9999999,-416.3959522,6078,-710.8300199,0.160108233,0.010693026,-568.8692911,hematopoietic_specific_liquorice_hg38,healthy_control,-0.98,(-681.6857189742025;-272.7923878640041),N/A,0.35,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-18.86453002,149,-100.3287805,758,-295.5218929,6078.002156,-832.5881507,0.122710265,0.007205326,-418.2821935,hematopoietic_specific_liquorice_hg38,healthy_control,0.63,(-681.6857189742025;-272.7923878640041),N/A,-0.62,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-6.737882706,149,-82.40267027,758,-363.257645,6078.999617,-666.2754783,0.085248979,0.008745056,-453.817892,hematopoietic_specific_liquorice_hg38,lung_cancer,0.25,(-681.6857189742025;-272.7923878640041),n.s.,-1.6,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-18.36202284,149,-109.1424391,758,-183.819987,6078.011013,-755.9177326,0.118671724,0.004721096,-315.0159082,hematopoietic_specific_liquorice_hg38,lung_cancer,1.74,(-681.6857189742025;-272.7923878640041),n.s.,-0.73,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-24.25939408,149,-103.8501537,758,-242.1880079,6078.008239,-822.5578854,0.135507459,0.006033223,-374.803896,hematopoietic_specific_liquorice_hg38,healthy_control,1.1,(-681.6857189742025;-272.7923878640041),N/A,-0.29,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-30.08526075,149,-96.6029358,758,-210.6860761,6078.032243,-780.0646076,0.14522399,0.005010602,-342.7646863,hematopoietic_specific_liquorice_hg38,healthy_control,1.44,(-681.6857189742025;-272.7923878640041),N/A,-0.04,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-19.31302607,149.2002031,9.673204817,758,-31.47411602,6078.000004,-844.8343379,0.048615341,-0.001061738,-44.02519658,hematopoietic_specific_liquorice_hg38,lung_cancer,4.65,(-681.6857189742025;-272.7923878640041),Significantly weaker coverage drop,-2.56,(0.0626941903344038;0.23046541082986235),Significantly weaker coverage drop,0memhg38,True40
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-37.38564032,149,-76.80725359,757,-198.7661967,6078.000002,-784.7242667,0.153622942,0.004677335,-319.331227,hematopoietic_specific_liquorice_hg38,lung_cancer,1.69,(-681.6857189742025;-272.7923878640041),n.s.,0.18,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-33.70417812,149,-129.3878686,757,-214.0396767,6078.006624,-776.9364223,0.17247866,0.006840471,-383.3940343,hematopoietic_specific_liquorice_hg38,lung_cancer,1.01,(-681.6857189742025;-272.7923878640041),n.s.,0.68,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-29.35951434,149,-101.5100656,758,-176.3779709,6078.98748,-810.8239905,0.143609805,0.004728432,-312.606225,hematopoietic_specific_liquorice_hg38,lung_cancer,1.77,(-681.6857189742025;-272.7923878640041),n.s.,-0.08,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-34.59262462,149,-165.669171,758,-373.4387056,6078.000001,-805.412787,0.204325172,0.010903376,-580.2574317,hematopoietic_specific_liquorice_hg38,lung_cancer,-1.11,(-681.6857189742025;-272.7923878640041),n.s.,1.51,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-38.34016596,149,-103.9736169,758,-226.6316326,6078.006963,-792.3770162,0.172252144,0.006015246,-375.6845704,hematopoietic_specific_liquorice_hg38,lung_cancer,1.09,(-681.6857189742025;-272.7923878640041),n.s.,0.67,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-26.02178255,149,-76.04276061,758,-266.2586461,6078.041643,-780.5531152,0.127170738,0.006295153,-372.8243202,hematopoietic_specific_liquorice_hg38,lung_cancer,1.12,(-681.6857189742025;-272.7923878640041),n.s.,-0.51,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-17.18087036,149.0000013,-85.81849559,757,-57.75246216,6078.006645,-840.6814168,0.095018602,9.64E-04,-164.1838909,hematopoietic_specific_liquorice_hg38,lung_cancer,3.36,(-681.6857189742025;-272.7923878640041),Significantly weaker coverage drop,-1.35,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-20.36668659,149,-169.1705431,758,-249.7899248,6078.019784,-836.3602043,0.159962522,0.00792452,-443.8142923,hematopoietic_specific_liquorice_hg38,lung_cancer,0.36,(-681.6857189742025;-272.7923878640041),n.s.,0.35,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-23.95796588,149,-81.22593615,758,-194.3122464,6078.000112,-773.6497097,0.119650659,0.004802105,-303.7992366,hematopoietic_specific_liquorice_hg38,lung_cancer,1.86,(-681.6857189742025;-272.7923878640041),n.s.,-0.7,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-12.32189406,149,-153.5916671,758,-185.8264379,6078.033719,-773.7186591,0.126025175,0.005692753,-354.8884817,hematopoietic_specific_liquorice_hg38,lung_cancer,1.31,(-681.6857189742025;-272.7923878640041),n.s.,-0.54,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-3.708947301,149,-47.88702928,758,-115.7523323,6078.000049,-915.5800134,0.042731604,0.002027455,-168.245733,hematopoietic_specific_liquorice_hg38,lung_cancer,3.31,(-681.6857189742025;-272.7923878640041),Significantly weaker coverage drop,-2.72,(0.0626941903344038;0.23046541082986235),Significantly weaker coverage drop,0memhg38,True40
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-16.5887153,149,-80.52467446,758,-167.3306019,6078.01445,-756.1256967,0.097779645,0.003956057,-267.6111331,hematopoietic_specific_liquorice_hg38,lung_cancer,2.25,(-681.6857189742025;-272.7923878640041),Significantly weaker coverage drop,-1.28,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-17.73781454,149,-83.9717154,758,-114.3392422,6078.040633,-727.3623713,0.099192304,0.002480001,-219.4864248,hematopoietic_specific_liquorice_hg38,lung_cancer,2.77,(-681.6857189742025;-272.7923878640041),Significantly weaker coverage drop,-1.24,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-13.12767095,150,-56.92446848,758,-251.5266412,6078.000064,-735.1209695,0.0813839,0.005442222,-323.8829539,hematopoietic_specific_liquorice_hg38,lung_cancer,1.65,(-681.6857189742025;-272.7923878640041),n.s.,-1.7,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-19.6495605,149,-93.7379345,758,-326.3592395,6078.005359,-742.4312491,0.123367396,0.008360973,-443.3427327,hematopoietic_specific_liquorice_hg38,lung_cancer,0.36,(-681.6857189742025;-272.7923878640041),n.s.,-0.61,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-24.4430969,150,-76.1713299,757.0000001,-390.9695559,6078,-690.1365466,0.130813966,0.009354044,-495.6871225,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.2,(-681.6857189742025;-272.7923878640041),n.s.,-0.41,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-25.6395291,149,-87.32662984,757,-235.0613117,6078.999604,-771.3312638,0.130096665,0.005378188,-352.6091286,hematopoietic_specific_liquorice_hg38,lung_cancer,1.34,(-681.6857189742025;-272.7923878640041),n.s.,-0.43,(0.0626941903344038;0.23046541082986235),n.s.,0memhg38,True40
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-36.60474167,149,-114.7251483,758,-393.5094543,6078.00167,-737.3092027,0.184217621,0.009975039,-551.2217325,hematopoietic_specific_liquorice_hg38,healthy_control,-0.79,(-681.6857189742025;-272.7923878640041),N/A,0.98,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-29.28683611,149,-92.05775337,758,-275.4769381,6078.038202,-708.0787313,0.144946709,0.006866235,-401.9735361,hematopoietic_specific_liquorice_hg38,healthy_control,0.81,(-681.6857189742025;-272.7923878640041),N/A,-0.04,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-35.09964223,149,-130.4563489,758,-227.4664279,6078.03761,-761.8866642,0.177568576,0.006284658,-399.4947888,hematopoietic_specific_liquorice_hg38,healthy_control,0.83,(-681.6857189742025;-272.7923878640041),N/A,0.81,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-28.90488876,149,-104.8080851,757.0000017,-401.6639977,6078.999985,-698.65369,0.158985872,0.010364037,-540.4509096,hematopoietic_specific_liquorice_hg38,healthy_control,-0.68,(-681.6857189742025;-272.7923878640041),N/A,0.32,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-24.73248375,149,-108.7472138,758,-272.6388641,6078.023474,-844.5584288,0.141350166,0.007120843,-410.7110287,hematopoietic_specific_liquorice_hg38,healthy_control,0.71,(-681.6857189742025;-272.7923878640041),N/A,-0.14,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/True40/summary_across_samples_and_ROIS.csv,-20.64970233,149,-173.0294402,758,-412.2875551,6078.042494,-808.4674374,0.173416997,0.011563004,-610.3558427,hematopoietic_specific_liquorice_hg38,healthy_control,-1.43,(-681.6857189742025;-272.7923878640041),N/A,0.7,(0.0626941903344038;0.23046541082986235),N/A,0memhg38,True40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-27.92027931,149,-126.8511898,758,-412.8341182,6078.001766,-852.182727,0.168615736,0.01084292,-572.7125463,hematopoietic_specific_liquorice_hg38,healthy_control,-1,(-681.3195521002971;-282.89234310994743),N/A,0.7,(0.05527544585941055;0.22735403032213872),N/A,0memhg38,TrueDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,18.32511663,150,-91.66128674,757.9999999,-492.2536161,6078.026211,-790.0201882,0.031814369,0.011681877,-563.024937,hematopoietic_specific_liquorice_hg38,healthy_control,-0.89,(-681.3195521002971;-282.89234310994743),N/A,-2.79,(0.05527544585941055;0.22735403032213872),N/A,0memhg38,TrueDI1230XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-27.43788147,149,-119.5101282,757.9999999,-395.4924858,6078.005255,-708.4628381,0.162322196,0.010470155,-547.4229902,hematopoietic_specific_liquorice_hg38,healthy_control,-0.72,(-681.3195521002971;-282.89234310994743),N/A,0.54,(0.05527544585941055;0.22735403032213872),N/A,0memhg38,TrueDI1230XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-16.38062294,149,-100.5778549,758,-297.6597937,6078.002314,-831.890476,0.116331105,0.007327316,-417.7945416,hematopoietic_specific_liquorice_hg38,healthy_control,0.71,(-681.3195521002971;-282.89234310994743),N/A,-0.64,(0.05527544585941055;0.22735403032213872),N/A,0memhg38,TrueDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-4.386613736,149.0000084,-80.84867553,758,-400.5803997,6078.000009,-664.2297333,0.080589335,0.009969065,-486.8111497,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.05,(-681.3195521002971;-282.89234310994743),n.s.,-1.55,(0.05527544585941055;0.22735403032213872),n.s.,0memhg38,TrueDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-16.32237828,149,-111.1481812,758,-164.1387672,6078.017308,-755.5717965,0.11297446,0.00428258,-295.020013,hematopoietic_specific_liquorice_hg38,lung_cancer,2.06,(-681.3195521002971;-282.89234310994743),n.s.,-0.72,(0.05527544585941055;0.22735403032213872),n.s.,0memhg38,TrueDI1230XA
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-21.00501711,149,-103.6447869,758,-242.8612592,6078.014532,-825.4886669,0.126730066,0.006265151,-371.5029206,hematopoietic_specific_liquorice_hg38,healthy_control,1.22,(-681.3195521002971;-282.89234310994743),N/A,-0.37,(0.05527544585941055;0.22735403032213872),N/A,0memhg38,TrueDI1230XA
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-28.80895218,149,-97.27018516,758,-233.8200778,6078.024785,-782.9354696,0.143676357,0.005673609,-365.0696932,hematopoietic_specific_liquorice_hg38,healthy_control,1.29,(-681.3195521002971;-282.89234310994743),N/A,0.06,(0.05527544585941055;0.22735403032213872),N/A,0memhg38,TrueDI1230XA
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-12.99402105,149.9770983,12.9425325,758,-47.02421962,6078.000002,-835.8370795,0.030839136,-7.85E-04,-48.93993318,hematopoietic_specific_liquorice_hg38,lung_cancer,4.77,(-681.3195521002971;-282.89234310994743),Significantly weaker coverage drop,-2.82,(0.05527544585941055;0.22735403032213872),Significantly weaker coverage drop,0memhg38,TrueDI1230XA
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-32.68265317,149,-81.14263583,758,-207.4342208,6078.000009,-782.2531166,0.143828152,0.004856205,-326.9196831,hematopoietic_specific_liquorice_hg38,lung_cancer,1.71,(-681.3195521002971;-282.89234310994743),n.s.,0.06,(0.05527544585941055;0.22735403032213872),n.s.,0memhg38,TrueDI1230XA
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-29.99719209,149.0003601,-123.9260649,757,-239.5148214,6078.000013,-782.7927605,0.161346876,0.007019097,-399.0389639,hematopoietic_specific_liquorice_hg38,lung_cancer,0.91,(-681.3195521002971;-282.89234310994743),n.s.,0.51,(0.05527544585941055;0.22735403032213872),n.s.,0memhg38,TrueDI1230XA
